doc,utterance,speaker,query,text,exactage,age1994,agerange,gender,nat,birthplace,birthcountry,l1,lingorig,dialect_rep,hab_city,hab_country,hab_dur,dialect_l1,dialect_l2,dialect_l3,dialect_l4,edqual,occupation,socgrade,nssec,l2,fls,in_core,rec_length,rec_date,rec_year,rec_period,n_speakers,list_speakers,rec_loc,relationships,topics,activity,conv_type,conventions,in_sample,transcriber
SPXV,441,S0439,I 've got to V,I 've got to book,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:28:36,2015-07-14,2015,2015_Q3,2,S0439 S0441,Home - kitchen,"Close family, partners, very close friends","Food, habits, friends, relationships. ",Evening catch-up with housemate over preparing dinner. ,"Discussing, Explaining, Inquiring, Inviting, Anecdote telling",Revised,y,T09
SPXV,441,S0439,I 've got to V,I 've got to see,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:28:36,2015-07-14,2015,2015_Q3,2,S0439 S0441,Home - kitchen,"Close family, partners, very close friends","Food, habits, friends, relationships. ",Evening catch-up with housemate over preparing dinner. ,"Discussing, Explaining, Inquiring, Inviting, Anecdote telling",Revised,y,T09
SE3W,750,S0439,I 've got to V,I 've got to move,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:45:45,2015-12-05,2015,2015_Q4,3,S0439 S0440 S0481,Parent's house - living room,"Close family, partners, very close friends","Holiday in Naples, friends, work, French holidays, weather, weekend activities, Christmas presents, grandparents, redundancy.",Visiting the parents,"Discussing, explaining, inquiring, complaining, requesting, announcing, ancedote telling, making arrangements",Revised,n,T15
S7MF,569,S0439,I 've got to V,I 've got to reign,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:37:47,2015-08-10,2015,2015_Q3,2,S0439 S0441,Home - kitchen,"Close family, partners, very close friends","Work, the weekend, house party, living arrangements, communications, complaining, friends.",Catch-up with housemate. ,"Discussing, explaining, inquiring, complaining, inviting, anecdote telling",Revised,y,T09
SHDM,677,S0439,I 've got to V,I 've got to get,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:35:59,2015-12-02,2015,2015_Q4,2,S0439 S0441,Kitchen - home,"Close family, partners, very close friends","Holiday in Naples, boyfriend problems, relationships, friends, BBC Good Food Show, Christmas presents, housing.  ",Catch-up with housemate after holiday,"Discussing, explaining, inquiring, complaining, announcing, anecdote telling, making arrangements",Revised,n,T10
SHDM,681,S0439,I 've got to V,I 've got to go,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:35:59,2015-12-02,2015,2015_Q4,2,S0439 S0441,Kitchen - home,"Close family, partners, very close friends","Holiday in Naples, boyfriend problems, relationships, friends, BBC Good Food Show, Christmas presents, housing.  ",Catch-up with housemate after holiday,"Discussing, explaining, inquiring, complaining, announcing, anecdote telling, making arrangements",Revised,n,T10
SHDM,711,S0439,I 've got to V,I 've got to get,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:35:59,2015-12-02,2015,2015_Q4,2,S0439 S0441,Kitchen - home,"Close family, partners, very close friends","Holiday in Naples, boyfriend problems, relationships, friends, BBC Good Food Show, Christmas presents, housing.  ",Catch-up with housemate after holiday,"Discussing, explaining, inquiring, complaining, announcing, anecdote telling, making arrangements",Revised,n,T10
SP7F,226,S0439,I 've got to V,I 've got to go,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:27:30,2015-07-11,2015,2015_Q3,2,S0439 S0440,[unknown],"Close family, partners, very close friends","Work, family, friends, social. ",,"Discussing, explaining, Inquiring, Complaining, Anecdote telling",Revised,y,T10
SZ98,375,S0439,I 've got to V,I 've got to catch,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:37:55,2015-09-21,2015,2015_Q3,2,S0439 S0441,Home –Kitchen,"Close family, partners, very close friends","sport, food, friends, catch-up, ex-boyfriends, family, work",Catch-up with housemate after holiday,"discussing, explaining, inquiring, complaining, requesting, inviting, anouncing, anecdote telling, making arrangements",Revised,y,T02
SHHG,403,S0439,I 've got to V,I 've got to go,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:47:08,2015-10-03,2015,2015_Q4,2,S0439 S0444,Greens Café - Cambourne,"Friends, wider family circle","food, friends, catch-up, ex-boyfriends, family, work, health, future plans",Catch-up with friend from Oxford,"discussing, explaining, inquiring, complaining, announcing, anecdote telling, making arrangements",Revised,n,T10
SHHG,937,S0439,I 've got to V,I 've got to come,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:47:08,2015-10-03,2015,2015_Q4,2,S0439 S0444,Greens Café - Cambourne,"Friends, wider family circle","food, friends, catch-up, ex-boyfriends, family, work, health, future plans",Catch-up with friend from Oxford,"discussing, explaining, inquiring, complaining, announcing, anecdote telling, making arrangements",Revised,n,T10
SHHG,941,S0439,I 've got to V,I 've got to go,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:47:08,2015-10-03,2015,2015_Q4,2,S0439 S0444,Greens Café - Cambourne,"Friends, wider family circle","food, friends, catch-up, ex-boyfriends, family, work, health, future plans",Catch-up with friend from Oxford,"discussing, explaining, inquiring, complaining, announcing, anecdote telling, making arrangements",Revised,n,T10
SHHG,955,S0439,I 've got to V,I 've got to do,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:47:08,2015-10-03,2015,2015_Q4,2,S0439 S0444,Greens Café - Cambourne,"Friends, wider family circle","food, friends, catch-up, ex-boyfriends, family, work, health, future plans",Catch-up with friend from Oxford,"discussing, explaining, inquiring, complaining, announcing, anecdote telling, making arrangements",Revised,n,T10
SHHG,955,S0439,I 've got to V,I 've got to get,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:47:08,2015-10-03,2015,2015_Q4,2,S0439 S0444,Greens Café - Cambourne,"Friends, wider family circle","food, friends, catch-up, ex-boyfriends, family, work, health, future plans",Catch-up with friend from Oxford,"discussing, explaining, inquiring, complaining, announcing, anecdote telling, making arrangements",Revised,n,T10
SHHG,378,S0444,I 've got to V,I 've got to meet,25,25_34,19_29,F,British,,UK,English,UK,Northern,"Oxford, UK",England,"2 years, 10 months",uk,england,north,unspecified,4_graduate,Pearson marketing executive,B,2,,,y,0:47:08,2015-10-03,2015,2015_Q4,2,S0439 S0444,Greens Café - Cambourne,"Friends, wider family circle","food, friends, catch-up, ex-boyfriends, family, work, health, future plans",Catch-up with friend from Oxford,"discussing, explaining, inquiring, complaining, announcing, anecdote telling, making arrangements",Revised,n,T10
SE2C,34,S0439,I 've got to V,I 've got to go,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:27:34,2015-09-10,2015,2015_Q3,2,S0439 S0441,Home –Kitchen,"Close family, partners, very close friends","Food, friends, relationships, tv programmes, work, complaining.  ",Housemate catch-up,"discussing, inquiring, complaining, advising, inviting, anecdote telling, making arrangements",Revised,y,T18
SE2C,142,S0439,I 've got to V,I 've got to be,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:27:34,2015-09-10,2015,2015_Q3,2,S0439 S0441,Home –Kitchen,"Close family, partners, very close friends","Food, friends, relationships, tv programmes, work, complaining.  ",Housemate catch-up,"discussing, inquiring, complaining, advising, inviting, anecdote telling, making arrangements",Revised,y,T18
SE2C,142,S0439,I 've got to V,I 've got to got,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:27:34,2015-09-10,2015,2015_Q3,2,S0439 S0441,Home –Kitchen,"Close family, partners, very close friends","Food, friends, relationships, tv programmes, work, complaining.  ",Housemate catch-up,"discussing, inquiring, complaining, advising, inviting, anecdote telling, making arrangements",Revised,y,T18
SE2C,523,S0439,I 've got to V,I 've got to head,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:27:34,2015-09-10,2015,2015_Q3,2,S0439 S0441,Home –Kitchen,"Close family, partners, very close friends","Food, friends, relationships, tv programmes, work, complaining.  ",Housemate catch-up,"discussing, inquiring, complaining, advising, inviting, anecdote telling, making arrangements",Revised,y,T18
SE2C,547,S0439,I 've got to V,I 've got to go,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:27:34,2015-09-10,2015,2015_Q3,2,S0439 S0441,Home –Kitchen,"Close family, partners, very close friends","Food, friends, relationships, tv programmes, work, complaining.  ",Housemate catch-up,"discussing, inquiring, complaining, advising, inviting, anecdote telling, making arrangements",Revised,y,T18
S4WJ,659,S0439,I 've got to V,I 've got to do,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,1:00:46,2015-10-02,2015,2015_Q4,2,S0439 S0441,Kitchen,"Close family, partners, very close friends","Bitching about girls, work, the English language, cleaning, procrastinating.  ",Friday night chat with housemate,"discussing, explaining, inquiring, complaining, requesting, announcing, anecdote telling, making arrangements, apologising",Revised,n,T10
S4WJ,1080,S0439,I 've got to V,I 've got to be,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,1:00:46,2015-10-02,2015,2015_Q4,2,S0439 S0441,Kitchen,"Close family, partners, very close friends","Bitching about girls, work, the English language, cleaning, procrastinating.  ",Friday night chat with housemate,"discussing, explaining, inquiring, complaining, requesting, announcing, anecdote telling, making arrangements, apologising",Revised,n,T10
SJSC,967,S0439,I 've got to V,I 've got to earn,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:50:47,2015-10-09,2015,2015_Q4,3,S0439 S0440 S0481,Parent’s Home – Dining room,"Close family, partners, very close friends","TV, Mum’s work, University, travelling, family, future plans, Cars, Christmas, holidays.",Catch-up with parents,"Discussing, explaining, inquiring, complaining, advising, requesting, announcing, anecdote telling, making arrangements",Revised,n,T15
SEZ2,92,S0439,I 've got to V,I 've got to pay,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,0:43:16,2015-08-11,2015,2015_Q3,2,S0439 S0451,In a café in Cambridge,"Friends, wider family circle","Food, work-outs, weight lifting, running, general fitness, relationships, things around us, financial woes, holidays, family.",Catch-up with friend after gym.,"Discussing, explaining, inquiring, complaining, inviting, ancedote telling",Revised,y,T09
S38F,567,S0439,I 've got to V,I 've got to finish,23,15_24,19_29,F,British,UK,UK,English,England,Southern - Non-accent,Cambridge,England,6 months,uk,england,south,unspecified,4_graduate,Project Co-ordinator,B,2,,,n,1:05:31,2015-07-14,2015,2015_Q3,2,S0439 S0441,Home - kitchen,"Close family, partners, very close friends","Food, habits, friends, relationships. ",Evening catch-up with housemate over preparing dinner. ,"Discussing, explaining, Inquiring, complaining, inviting, anecdote telling, making arrangements",Revised,y,T09
SJLF,326,S0202,I 've got to V,I 've got to do,23,15_24,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,"Leeds, Yorkshire",England,2,uk,england,north,yorkshire,3_sixthform,Student,E,uncat,,,n,0:13:38,2014-10-05,2014,2014_Q4,6,S0202 S0208 S0216 S0217 S0221 S0222,"Home, Leeds","Close family, partners, very close friends","Drugs, uni work, seminars, life, chocolate, moving in, new house, where we live",Friends chatting about general stuff,"Discussing, explaining, inquiring, complaining, advising, requesting",Revised,n,T09
SJLF,349,S0202,I 've got to V,I 've got to stop,23,15_24,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,"Leeds, Yorkshire",England,2,uk,england,north,yorkshire,3_sixthform,Student,E,uncat,,,n,0:13:38,2014-10-05,2014,2014_Q4,6,S0202 S0208 S0216 S0217 S0221 S0222,"Home, Leeds","Close family, partners, very close friends","Drugs, uni work, seminars, life, chocolate, moving in, new house, where we live",Friends chatting about general stuff,"Discussing, explaining, inquiring, complaining, advising, requesting",Revised,n,T09
SD3W,258,S0202,I 've got to V,I 've got to have,23,15_24,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,"Leeds, Yorkshire",England,2,uk,england,north,yorkshire,3_sixthform,Student,E,uncat,,,n,0:23:38,2014-10-02,2014,2014_Q4,7,S0202 S0208 S0211 S0218 S0220 S0221 S0222,"Home, Leeds","Close family, partners, very close friends",Penile enlargement,Housemates chatting about TV,"Discussing, explaining, inquiring, complaining, advising",Revised,n,T06
SY2Z,274,S0202,I 've got to V,I 've got to go,23,15_24,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,"Leeds, Yorkshire",England,2,uk,england,north,yorkshire,3_sixthform,Student,E,uncat,,,n,0:29:26,2014-10-02,2014,2014_Q4,7,S0202 S0208 S0211 S0216 S0218 S0219 S0222,"Home, Leeds","Close family, partners, very close friends","Recordings, conversations",Friends chatting,"Discussing, explaining, inquiring, complaining, advising",Revised,n,T09
STGP,30,S0202,I 've got to V,I 've got to send,23,15_24,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,"Leeds, Yorkshire",England,2,uk,england,north,yorkshire,3_sixthform,Student,E,uncat,,,n,0:34:57,2014-10-04,2014,2014_Q4,2,S0202 S0208,"Home, Leeds","Close family, partners, very close friends","Mattresses, lectures, university topics",Friends chatting about general stuff,"Discussing, explaining, inquiring, complaining",Revised,y,T09
